播主昵称,达人详情链接,抖音号,播主粉丝数,视频标题,发布时间,视频时长,传播指数,点赞,评论,分享,收藏,播放,热词,视频详情链接,视频链接
奇妙收录站,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65771038&tab=&ts=1719989024&sign=736a63f25cc5dd41ed7280d66a9d4765,dys9n2e99c2u,833,我猜叠盘子的人很容易崩溃#极度舒适 #省时省力省人工,2024/6/29 11:41:30,5秒,88.0,80930,1748,39444,2093,3005206,"暂停,宕机,舒服,盘子,刷到,视频,倒放,发呆,好爽,解压,我去,好丝滑,丝滑,看着,想玩,舒服了,好好玩,好玩,没声音,OK,转了,打工,原理,试一下,有没有,好神奇,试试,哥们儿,我要,没有声音",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385765249854606631&dateCode=20240629&ts=1719989024&sign=2e8bfa49c1a63168d9b018896110bfe9,https://www.douyin.com/share/video/7385765249854606631/?mid=
巨how,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65726286&tab=&ts=1719989024&sign=dcf03548094fd378838c954b790e418a,177021444,800,#创作灵感 #满级夹子,2024/6/28 22:50:22,47秒,88.0,69359,4044,142446,3390,5343307,"奶奶,夹子,绿茶,师傅,九转,大肠,笑死了,笑死我了,宕机,汤姆,老不尊,暗中观察,发呆,迷糊,司机,喜欢,不厚道,笑死,阿姨,倚老卖老,女生,妹妹,不想,孩子,讨厌,下车,川渝,贴脸,开大,金广发",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385566544622865664&dateCode=20240628&ts=1719989024&sign=f85ed9ebe1efe04eaecc9c46b0c631a5,https://www.douyin.com/share/video/7385566544622865664/?mid=
青漓,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=17878912&tab=&ts=1719989024&sign=9bc343567ba7558b38033eb6d5503787,43194234942,808910,“五星闪耀，皆为信仰” #光遇,2024/6/30 19:55:24,22秒,88.0,389899,16629,53563,36742,3596321,"光遇,没错,整理,OK,中国人,光遇玩家,中国,鸡皮疙瘩,调皮,我玩,承认,领口,抬起,骄傲,起来了,想到,嘴角,宕机,上扬,细糠,猪头,狂笑,爽了,高级,是玩,眼含,热泪,发出,我去,感觉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386263628854349068&dateCode=20240630&ts=1719989024&sign=8dc2c9f0826be1b03635d02864507bd4,https://www.douyin.com/share/video/7386263628854349068/?mid=
我落泪情绪零碎,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63808956&tab=&ts=1719989024&sign=1b7e6f145d94ba3536589ffce1c1b60f,93092934413,1291,克莱汤普森加盟独行侠，库追汤组合正式解散#克莱汤普森 #汤普森加盟独行侠 #勇士 #独行侠,2024/7/2 4:19:48,9秒,88.0,58355,2491,20070,1485,1990542,"克莱,独行侠,勇士,组合,安踏,总冠军,下赛季,库里,湖人,水花兄弟,达拉斯,东欧,汤普森,防守,走了,水花,铁三角,联盟,看点,快船,篮网,三巨头,阵容,欧文,OK,这是,替补,回到,三分,格林",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386764376440589587&dateCode=20240702&ts=1719989024&sign=8d91e56fc971d7ef150890d3bdbfe6b4,https://www.douyin.com/share/video/7386764376440589587/?mid=
志虎商贸🇨🇳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65737963&tab=&ts=1719989024&sign=7627c1b54ac9ec41e1506a0a35417e1f,1928248108,10801,[志虎商贸🇨🇳](2024-06-28)发布的视频,2024/6/28 15:42:33,5分40秒,88.0,79247,4973,23305,19750,8051144,"人类,美国,世界,战争,地球,世界大战,感谢,核战争,贪婪,希望,仁义,核战,快点,都是,来吧,核武器,毁灭,和平,早点,到来,核弹,国家,公平,发生,灭亡,中国,人性,的人,猛烈,爆发",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385456280166518052&dateCode=20240628&ts=1719989024&sign=81a6c870de8d87c73fe811e470c8247b,https://www.douyin.com/share/video/7385456280166518052/?mid=
落知道,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=43773316&tab=&ts=1719989024&sign=8bb501ec0a424bc14da129e03540c840,loz1d_,7583,"AThree诗朗诵Diss鼠尾草
#中国新说唱 #athree",2024/6/27 20:38:37,51秒,88.0,134426,18449,166852,5001,4720460,"笑死我了,有病,笑死了,是吗,OK,diss,法老,三哥,抽象,土狗,说唱,宕机,分享,诗朗诵,笑死,九转,大肠,不知道,我笑死,说唱圈,好笑,活死人,Athree,救命,想过,鼠尾草,笑得,感觉,喜欢,er",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385161503176985868&dateCode=20240627&ts=1719989024&sign=8ef98118057b95199703e5c62209981e,https://www.douyin.com/share/video/7385161503176985868/?mid=
顺从天意\_,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65483271&tab=&ts=1719989024&sign=19dad433977ed675e4d914240ebbe77d,192066497,7036,[顺从天意\_](2024-06-30)发布的视频,2024/6/30 5:10:01,13秒,88.0,24244,3817,9340,2111,2508604,"儿子,开心,大学,考上,孙子,孩子,心态,奶奶,落榜,美女,父母,大学生,想法,读书,感谢,人生,心态好,道理,好事,对了,值得,恭喜恭喜,顺其自然,社会,工作,结婚,的人,爷爷,想的,想想",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386035218383228186&dateCode=20240630&ts=1719989024&sign=f7ef8b4f710fcf0918179b531ad199c9,https://www.douyin.com/share/video/7386035218383228186/?mid=
小唐爱睡觉u,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64061170&tab=&ts=1719989024&sign=80bc099a7c00c888b3e982f78b82a3a3,1310648663,644,边走边脱又鲨我了@张凌赫 #张凌赫 #张凌赫爱你 #张凌赫何苏叶,2024/6/30 0:51:35,18秒,88.0,88739,3213,24795,4192,2216478,"张凌赫,拖鞋,好帅,鲨鱼,老公,迷死,喜欢,霸总,小鲨鱼,想谈,调皮,王星,无缝衔接,感觉,爱上了,衬衫,笑死我了,我了,我去,猪头,爱上,牛牛,粉色,接吻,背光,领带,女主,救命,好爱,硬控",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385968813398854921&dateCode=20240630&ts=1719989024&sign=9be6bdf2733eb270fd94d678a0e7c4bb,https://www.douyin.com/share/video/7385968813398854921/?mid=
复兴之路🇨🇳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65729968&tab=&ts=1719989024&sign=769e945d03a2f8717d59491ae303163a,CHN86123456,10806,美济岛，我们在南海不沉的补给站，岛上设施完备，距离仁爱礁32公里，使我们的海军海警可以常年在此战备巡航！#仁爱礁#中国南海#南海岛礁 #仁爱礁,2024/6/30 0:27:43,17秒,88.0,98772,2680,2071,3640,5213314,"漂亮,祖国,真美,致敬,太美了,旅游,点赞,航母,建设,感谢,南海,强大,好美,去旅游,为祖国,好漂亮,美济岛,祖国强大,开放,移民,淡水,美济礁,祖国万岁,定居,岛礁,南沙,好想,中国,人民,不沉",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385962644550733093&dateCode=20240630&ts=1719989024&sign=c6f0140eef98c744c7dc5cb95bcc5728,https://www.douyin.com/share/video/7385962644550733093/?mid=
狸一一,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51228186&tab=&ts=1719989024&sign=b6b3a5720c741e322b9e135449ad618a,lxy54999999999,1133,#One Thing越听越上头，我也截个片段发发 #舞蹈生 #期末,2024/6/28 16:00:34,8秒,88.0,113659,1944,33798,4346,2320718,"宕机,丝滑,阿哲,发呆,好丝滑,都会,转笔,我去,陀螺,OK,试试,好帅,好厉害,好牛,德芙,动作,转人,感觉,九转,大肠,惊恐,太帅了,不知道,舞伴,搭档,托举,厉害,暗中观察,小舞,好像",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385460903401032960&dateCode=20240628&ts=1719989024&sign=238f11a8b55268987811f423cc3b7be2,https://www.douyin.com/share/video/7385460903401032960/?mid=
何去何从@江哥,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=44361032&tab=&ts=1719989024&sign=b804276f5b106950cb81d13b0968f7e8,AB16818888,13209,有钱就有地位 @更有美女……,2024/6/27 23:19:26,4分56秒,88.0,27221,1200,35762,11355,2451342,"许老板,中国,美女,惊讶,歌舞团,爱心,感谢,女人,恒大,许家,国家,老许,男人,人才,徐老板,当官,后宫佳丽,行长,找不到,金钱,社会,世界,美人关,美人计,这是,银行,贪官,老婆,天下无敌,老板",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385195086755204409&dateCode=20240627&ts=1719989024&sign=7d796306adb7bb776c47483e5aa63ac3,https://www.douyin.com/share/video/7385195086755204409/?mid=
髙~🇨🇳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64344058&tab=&ts=1719989024&sign=0aedfed6c5aff4114bda886f88b14e04,dhc8312717153,1565,印度广告戳美国人心窝,2024/6/27 22:45:00,14秒,88.0,46651,4462,37680,2922,5183918,"水泥,飞机,广告,印度,三哥,质量,创意,阿三,美国,侮辱性,这是,不错,确实,极强,有创意,硬度,牛逼,中国,印度人,老美,杀人诛心,牌子,管子,质量好,标号,杠杠,美国人,伤害性,不开,神油",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385194081288310051&dateCode=20240627&ts=1719989024&sign=044ca27ef7d9ab55a83ca17e967235cd,https://www.douyin.com/share/video/7385194081288310051/?mid=
八卦小茶酱,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=11716660&tab=&ts=1719989024&sign=07daa21e5c01fb086bc003592b61df86,BGXCJ9988,1044524,下拉如的小奶音太可爱了吧，好上头啊 #小英一家 #下拉如超绝小奶音 #下拉如名场面,2024/6/26 17:29:19,49秒,88.0,245823,13728,337050,6471,8245646,"没事,下拉,笑死我了,好可爱,要饭,小英,笑死了,出自,王源,姐妹们,宕机,OK,笑死,笑死我,猪头,网络,互联网,太可爱了,刷到,好好笑,排除法,感觉,说话,调皮,源哥,小宝,九转,大肠,锁定,圣体",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384741662473325876&dateCode=20240626&ts=1719989024&sign=abe3e7e2abb62dbfeeb65695a554c62c,https://www.douyin.com/share/video/7384741662473325876/?mid=
花生酱shouketsu,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=6579255&tab=&ts=1719989024&sign=8b3f5f7c28bab8dec712c89913f24eeb,Sa.ni4,8571,Drowning Love但是电吉他 #电吉他 #日系 #钢琴  #溺水小刀 #追逐阿航,2024/6/30 15:38:55,27秒,88.0,34557,853,9046,3466,829667,"溺水小刀,吉他,牛逼,好好听,好听,好厉害,宕机,给我,自学,仙乐,这是,感觉,苦涩,好酷,九弦,兄弟,吉他手,弹法,大横按,走马灯,电吉他,老师,惊恐,根弦,弹钢琴,请问,收藏,岛屿,会弹,贝斯手",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386197514174713142&dateCode=20240630&ts=1719989024&sign=5be47ed8394784ecff32cf0169ab4d94,https://www.douyin.com/share/video/7386197514174713142/?mid=
李小卡,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=6437163&tab=&ts=1719989024&sign=c3b37de8f6d32f90c68c81fddd250a0c,51119852842,1791741,知道该艾特谁了吧,2024/6/29 16:37:31,20秒,88.0,152534,99151,513482,7108,6222058,"艾特,OK,九转,大肠,调皮,我善,好友,打针,宕机,笑死我了,朋友,打死我,发呆,大王,笑死了,用户,ing,看着,努力,猪头,刷到,分享,这是,灵机一动,屁股,悲伤,我的朋友,喜欢,感觉,打屁股",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385841523012767039&dateCode=20240629&ts=1719989024&sign=fb6258bf8b271e20a57caf78228670b9,https://www.douyin.com/share/video/7385841523012767039/?mid=
战家小肥虾（佛系虾）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=17241176&tab=&ts=1719989024&sign=400f00b5794f15c7bbba2e7d32c49524,wwixz1005,13386,#肖战 好骄傲！😎,2024/6/28 21:52:17,32秒,88.0,41556,706,1568,1683,825752,"肖战,声音,战战,好好听,重庆,好听,优秀,骄傲,台词,字正腔圆,真好听,普通话,博物馆,太好听了,配音,时影,央视,三峡,字幕,感觉,想象,播音腔,求求了,好棒,文艺,点赞,藏海,大人,战哥,中国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385551590674943247&dateCode=20240628&ts=1719989024&sign=0d001fab275c403b469d98d79c4a6aae,https://www.douyin.com/share/video/7385551590674943247/?mid=
李师傅教你变强,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45635365&tab=&ts=1719989024&sign=00cde7495d02e8d70aa6785ddb51322c,12asdwdgjhvvffhh,38466,最强地表小女孩。气质这一块拿捏的死死的。#朝鲜,2024/6/28 15:11:44,2分44秒,88.0,29762,1739,5715,6084,2935446,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385448335785659685&dateCode=20240628&ts=1719989024&sign=e67dbcdd80810ecfb9b630bb7017b5e8,https://www.douyin.com/share/video/7385448335785659685/?mid=
逵,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=26025480&tab=&ts=1719989024&sign=6d9eb7e1cd0f2bf64a0bc161348d40d2,2008763468,31081,#6.18灭门惨案#霍文常的父亲有多无奈和绝望#百姓关心的话题,2024/6/27 16:07:26,9秒,88.0,22503,0,432,458,931902,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385091610863783206&dateCode=20240627&ts=1719989024&sign=22f2363be08ff9e74b6ba3a74d744a9b,https://www.douyin.com/share/video/7385091610863783206/?mid=
枷锁；yoke^,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=52812017&tab=&ts=1719989024&sign=90fcb4181c4aaebef0e8822a4a966af9,c83.my.love,911,#tf家族 #养成系,2024/7/1 0:41:09,41秒,87.9,89289,9803,17767,7311,920054,"物料,喜欢,出道,变了,走马灯,上楼,记得,小孩,感觉,哭了,好像,看过,刷到,三楼,的人,讨厌,左航,三代,下楼,看着,看了,碎了,团粉,氛围,想起,小摩尔,开始的,三丝,破防了,关系",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386337208027925798&dateCode=20240701&ts=1719989024&sign=c8f7f76a1560d5822f0b939ff9b99fd7,https://www.douyin.com/share/video/7386337208027925798/?mid=
海棠融媒,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=15089043&tab=&ts=1719989024&sign=fb5c41bbee654d469c43ee731e6a9b6f,htrm1,408878,一男子被女儿“裸绞”勒晕，两人重重磕在地上， 提醒：背娃时千万注意这个动作 #危险瞬间 #裸绞,2024/6/30 20:29:22,14秒,87.9,64326,23057,115374,1917,4864231,"裸绞,OK,我爸,青春,售价,女儿,宕机,逆天,孩子,ko,小孩,小女孩,KO,自由搏击,爸爸,笑死我了,老爸,小棉袄,发呆,妈妈,对手,笑死,感觉,不想,后脑勺,没事,VC,爸醒,亲爹,东南亚",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386272378117983503&dateCode=20240630&ts=1719989024&sign=844c62184c2d40db2cbd50a7672bfd1b,https://www.douyin.com/share/video/7386272378117983503/?mid=
颜析,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=52677303&tab=&ts=1719989024&sign=b5626c41f1ac2c1ea65bbbf7e33572a2,1123sdsntzj,1029,哎呀，被发现了#丁程鑫你好星期六 #何老师,2024/6/30 13:21:46,8秒,88.0,115196,1677,19173,3449,3441812,"笑死我了,丁程鑫,笑死了,这是,小丁,宕机,OK,何老师,袋子,顺手,倒霉孩子,发呆,下班,几期,孩子,没看懂,感谢,笑死,效果,对视,秦霄贤,老秦,笑晕,丁儿,好笑,翻过来,应景,犹豫,不出,何炅",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386162182850940199&dateCode=20240630&ts=1719989024&sign=fea69579c4ace01cdcacf57eb0e06cd9,https://www.douyin.com/share/video/7386162182850940199/?mid=
牛仔日记,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=24176740&tab=&ts=1719989024&sign=92debbe2e1c37cf92111a61befe0f148,93090627,161083,出绳入化 #抖音看世界 #老外真会玩儿 #骑马 #动物 #西部世界,2024/6/27 15:32:54,29秒,88.0,69469,7631,20898,3925,8454485,"套马,汉子,海底捞,威武雄壮,牛仔,马仔,优雅,绳子,丝滑,动画片,套马杆,猫和老鼠,拉面,是真的,脖子,技术,蒙古,牛逼,手指,发呆,这是,厉害,灵机一动,冒烟,黄石,套头,九转,大肠,诚不欺我,中国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385082693370842431&dateCode=20240627&ts=1719989024&sign=1f981796978a659410eabcf09573a0b2,https://www.douyin.com/share/video/7385082693370842431/?mid=
黄实旺,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=59163512&tab=&ts=1719989024&sign=28e43377d1204e4388b5f68caac1f3da,HSW3493470151,8718,哈哈哈,2024/7/1 11:01:51,33秒,87.9,51368,9581,78454,1653,2412230,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386497221031759144&dateCode=20240701&ts=1719989024&sign=3f8ac97ff73a88e42e730e3b907e292a,https://www.douyin.com/share/video/7386497221031759144/?mid=
沫沫的一家🇨🇳,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=48032066&tab=&ts=1719989024&sign=eb02442ae6139f9c4a740511ead66e00,2124825924,114772,衣服花不了多少钱，却可以温暖老人的心…不要让爱我们的人寒了心 #人类幼崽 #语出惊人的熊孩子 #古灵精怪 #萌娃日常 #母女日常,2024/6/30 23:32:03,2分,87.9,103182,6726,16856,16772,5876723,"爱心,小宝贝,小美女,懂事,感谢,点赞,宝贝,真棒,你点赞,聪明,孩子,小女孩,小公主,小朋友,道理,平安果,太好了,太对了,小孩,说的真好,奶奶,小姑娘,孝顺,抱抱,小可爱,真可爱,大人,宝宝,长大,好孩子",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386319436057300250&dateCode=20240630&ts=1719989024&sign=c0931a31d10624afbcf58fa2d7974015,https://www.douyin.com/share/video/7386319436057300250/?mid=
千千🤍,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=42364321&tab=&ts=1719989024&sign=7a78b1b68d4b257f5f52ae94ed781c3d,545545lhl,20878,吴艳妮你就是牛逼！ ！ 12.74 再破pb 名副其实亚洲一姐🏆 #吴艳妮 #比赛现场 #女子100米栏 #田径,2024/6/30 20:55:57,17秒,87.9,151947,2432,7640,2443,3782201,"吴艳妮,四川,实力,好厉害,后程,喜欢,厉害,牛逼,自信,骄傲,感觉,运动员,张扬,喷子,女人,好棒,燕妮,中国,猪头,太牛了,起跑,支持,雨薇,成绩,为国争光,妮姐,好看,发呆,巴黎,跨栏",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386279236790783295&dateCode=20240630&ts=1719989024&sign=68947dce2f31a72a6aaadf8c13215ae0,https://www.douyin.com/share/video/7386279236790783295/?mid=
蓉妈爱美食,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=54928061&tab=&ts=1719989024&sign=42876b3c0e6a45f89cddc11884058e2a,83858394311,73427,这个剪茄子饼，外酥里嫩真是太好吃了 #煎茄子饼  #茄子的神仙吃法 #美食教程 #一起学做菜 #做茄子,2024/6/30 18:18:03,1分23秒,87.9,33143,276,9354,21641,3247546,"爱心,好吃,茄子,感谢,黑芝麻,抱抱,试试,做过,惊讶,看着,食欲,茄子皮,营养,试着做,面粉,我家,后院,不爱,尝尝,教会,真棒,挺好,最有,韭菜盒子,带馅,行吗,六零,河南人,吃到,油大",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386238546908138786&dateCode=20240630&ts=1719989024&sign=dafc54814a750c895bf0388e2c5a80b8,https://www.douyin.com/share/video/7386238546908138786/?mid=
肠肠📸,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20524616&tab=&ts=1719989024&sign=2c7552f6c0b453313c7cfe6cf740db8d,thebfg127,5358,"还在为高考志愿发愁吗？别愁了！快来新疆上大学吧！
视频创意👉🏻@呆勾狗 
#志愿填报
 #高考后填志愿的你 
 #高考志愿填报指南 
#带你走进心仪的大学 
#伊犁师范大学",2024/6/29 12:01:18,,87.9,75930,7431,38805,2187,2716471,"新疆,路费,老实,太远,学费,不包邮,空调,OK,来回,宕机,不错,学校,快递,不提,大学,逞强,落泪,车费,刷到,九转,大肠,小时,山东,时差,挺好,发呆,好美,分数,确实,够了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385770367630970124&dateCode=20240629&ts=1719989024&sign=a442640ddf36933dfca70d8fd8b73fa3,https://www.douyin.com/share/video/7385770367630970124/?mid=
沙雕动画合集,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63512502&tab=&ts=1719989024&sign=f1766fe4d7b27859efe591ca5548ce7f,xihe11223344,259611,（8小时爽看）傻柱重生情满四合院,2024/6/27 16:05:16,8时48分48秒,87.9,98287,4921,10695,59897,5260109,"四合院,小时,存档,背景音乐,关闭,字幕,打开,禽满,看了,开头,重生,傻柱,查岗,片头,重复,寡妇,系统,喜欢,情满,灵机一动,刚看,结局,九转,大肠,小说,电视剧,八小时,合集,作者,秦淮",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385091100110834998&dateCode=20240627&ts=1719989024&sign=931f80f619d6d1dc8bf38273a5a8ec78,https://www.douyin.com/share/video/7385091100110834998/?mid=
