播主昵称,达人详情链接,抖音号,视频标题,发布时间,视频时长,热词,视频详情链接,视频链接,PC1,PC2
玄璇,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65675526&tab=&ts=1719989024&sign=a187ef339bb56df71944e7bd2a3ff548,358297549,这下🉑️真乐岔气儿了🤣🤣🤣#看一遍笑一遍 #原谅我不厚道的笑了 #实在憋不住就笑出来吧 #内容过于真实 #人类幼崽,2024/6/30 23:14:10,3分30秒,"笑死我了,笑死了,孩子,小孩,感觉,倒头,倒霉,笑岔气,给我,好好笑,笑不活了,宝宝,憋笑,好疼,人类幼崽,长大,喜欢,忍不住,开心的,好玩,hen,蜜蜂狗,你看,好笑,好好玩,搞笑,九转,大肠,看着都疼,猪头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386314849241795852&dateCode=20240630&ts=1719989024&sign=b095b1731fae632ac8909039f0b4c0e4,https://www.douyin.com/share/video/7386314849241795852/?mid=,1289458.4894249395,-62485.420310357236
Se7,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=55161893&tab=&ts=1719989024&sign=f02812e020a087e875831024c5cac2f0,72585292689,“第一次听这首歌真以为是猫唱的chipichipi”#dubidubidu #chipichipichapachapa #西班牙语歌 #豆荚猫 #现场版live,2024/6/29 11:10:48,19秒,"小猫,宕机,队伍,OK,发呆,唱的,九转,大肠,小孩,调皮,整齐,首歌,西语,好可爱,主唱,感觉,原唱,猪头,甜妹,好痒,西班牙语,小女孩,刷到,假唱,口型,塌房,乐队,好听,大王,豪庭",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385757333634239796&dateCode=20240629&ts=1719989024&sign=c566176346f64abaa74e77206c3a41c4,https://www.douyin.com/share/video/7385757333634239796/?mid=,-1451698.1289253214,17838.779889509697
飞扬体坛,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=26570228&tab=&ts=1719989024&sign=f19ddb4f3b6c56cdfb30712908bd11be,w168899688,#体育精神#夏思凝 #路人视角 #中国力量,2024/6/28 3:32:41,49秒,"纹身,运动员,爱心,漂亮,国家,中国,感谢,好看,点赞,美女,为国争光,祖国,的人,感觉,明星,喜欢,比赛,国家队,大腿,骄傲,抱抱,姑娘,颜值,都是,代表,女人,争光,影响,肌肉,国人",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385267942168005926&dateCode=20240628&ts=1719989024&sign=428db8cc9849b45ee2c5aee322d97a28,https://www.douyin.com/share/video/7385267942168005926/?mid=,3755573.141367475,-101084.69384785258
玉无心,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65640407&tab=&ts=1719989024&sign=e9bdd8d3bfa4b2abadde198e5acbb240,40566189563,#一开口就将综艺效果拉满 #神级现场 #凤凰传奇 #玲花唱歌曾毅一定要参与 #曾毅这辈子第一次这么多歌词,2024/6/26 14:58:55,49秒,"队伍,曾毅,玲花,摇起来,就来,有图,镜头,嗨起来,整齐,凤凰传奇,假唱,跟上,跟紧,灵机一动,第一句,感觉,话筒,吹吹风,蹦迪,来了,发起,请求,接受,跟随,没对,队形,节奏,乱七八糟,舞台,态度",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384702860644076809&dateCode=20240626&ts=1719989024&sign=020d94f3b5398ec0cc3f9dbc08d985eb,https://www.douyin.com/share/video/7384702860644076809/?mid=,3505020.3125671325,-100461.4449146841
那一抹清凉921,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63612923&tab=&ts=1719989024&sign=667a60f90753245b5a75839989d527f4,f199809120,来了来了她来了！#波琳娜帕菲连科  #美女运动员 #运动之美 #专业动作请勿模仿,2024/7/1 22:34:13,21秒,"好看,漂亮,喜欢,太美了,俄罗斯,颜值,运动员,中国,拒绝,吴艳妮,感觉,真好看,好美,号码,思凝,超爱,有没有,女色,做起,跳高,我去,大长腿,这是,运动,真美,灵机一动,暗中观察,琳娜,南宫,芯悦",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386675623063817491&dateCode=20240701&ts=1719989024&sign=0c673a1046855b694e827ed7307fe418,https://www.douyin.com/share/video/7386675623063817491/?mid=,-1526943.584188966,-42285.83970502262
杀鱼小葵,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=23472703&tab=&ts=1719989024&sign=d3400dd78a87f47c0af6b21df1a080c3,shayuxiaokui53,假的！是摆拍！,2024/6/30 2:16:08,1分40秒,"梦想,的生活,好爽,冰箱,房间,感觉,宕机,好喜欢,精神状态,卧室,九转,大肠,喜欢,生活,理想生活,房子,OK,天才,梦想生活,好像,躺着,就是我,爬来爬去,理想,羡慕,舒服,放在,躺平,东西,博主",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385990378974891291&dateCode=20240630&ts=1719989024&sign=63080fbebd8732f117636171b2ca08b3,https://www.douyin.com/share/video/7385990378974891291/?mid=,3581338.550242309,363409.1326366763
沙漠客,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=7074264&tab=&ts=1719989024&sign=31b45dca7ce6e9da6dacdd9cffe36c35,1188934132,#创作灵感 老人好久没有过来了，今天的到来大家都好开心，必须安排上哦！有些缘分就是那么奇怪，它就是那么的简单，时间好像过得很快。感觉认识老人就是昨天的事。#老年人的快乐 #新疆特产 #莫合烟的故事,2024/6/29 11:17:25,58秒,"莫合烟,报纸,抽过,新疆,卷烟,抽烟,玩意,爷爷,抽了,味道,灵魂,想起,都是,感觉,要用,好怀念,劲大,大爷,烟丝,记得,手法,听说,这是,有劲,戒烟,小兰花,漠河,首歌,老爷子,烟劲",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385759056171945226&dateCode=20240629&ts=1719989024&sign=72523a49926ce1f2302e519576e4b3f5,https://www.douyin.com/share/video/7385759056171945226/?mid=,395709.18273738236,-23709.732099072084
Xol,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=41700034&tab=&ts=1719989024&sign=f877afa3e97f1a88a57c007f56357b2f,lx6267,我时常发呆 或许有些事一直没能想明白,2024/6/28 22:40:37,6秒,"发呆,明白,喜欢,感觉,想不明白,的人,不想,事情,小狗,一个人,朋友,幸福,希望,想要,好像,没能,活着,躺平,不知道,推荐,好想,我想,没想,想不通,OK,孤单,让我,抱抱,好了,的事情",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385564011477126437&dateCode=20240628&ts=1719989024&sign=3ecf84f38adf94bde1c5303d1b829762,https://www.douyin.com/share/video/7385564011477126437/?mid=,-3125589.4382393975,148761.01567968127
985再剪武林,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27284801&tab=&ts=1719989024&sign=3fdff15d628be2d7efb55c843fb68821,61713701095,成龙：1988年珍贵影像！跪拜师傅于占元！七小福各显身手！ #成龙 #洪金宝 #元彪 #元奎 #传奇人物,2024/6/28 19:18:30,1分,"成龙,师傅,徒弟,洪金宝,年轻,师父,都是,香港,尔冬升,杨紫琼,电影,七小福,元华,出生,尊师重道,张曼玉,明星,关系,感谢,厉害,的人,年代,大佬,刚出生,元奎,一日为师,中国,功夫,杂技,老头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385511899502284042&dateCode=20240628&ts=1719989024&sign=16324203a0a4da2c08ab7739ccafcd44,https://www.douyin.com/share/video/7385511899502284042/?mid=,11421493.030032445,18902.688953621346
江西，（服装城堡）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=8554443&tab=&ts=1719989024&sign=21b364a150323efa9720a980812fbf5a,778187694,宝贝，太可爱了,2024/6/27 9:59:34,18秒,"社牛,叔叔,开心,女儿,孩子,宝贝,太可爱了,社交,社交牛逼,我儿子,好可爱,宝宝,儿子,我家,工作,话唠,小宝贝,我女儿,长大,说话,小可爱,闺女,小孩,回家,牛宝宝,悍匪,妈妈,喜欢,小话唠,小朋友",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384996816669936930&dateCode=20240627&ts=1719989024&sign=ccb5ca0cd28f06f1bf1fdb0b199b353f,https://www.douyin.com/share/video/7384996816669936930/?mid=,-4210119.800898171,-29052.27079375598
娟娟媚儿,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51521846&tab=&ts=1719989024&sign=c8b17f724f25aba6f11822d614c40765,47843151519,👀见这大嘴都笑:-D岔气了😂😂🤣#万物皆有灵#萌宠大🉑爱😃😃,2024/6/30 18:59:49,14秒,"河马,车主,给它,好可爱,西瓜,嘴巴,给点,投喂,榴莲,大嘴,张嘴,宝宝,给他,吃的,司机,太可爱了,快点,给个,嘴张,给你,东西,行啊,孩子,小鹿,不行,动物,没带,吃了,九转,大肠",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386249304685481242&dateCode=20240630&ts=1719989024&sign=278b19c820fc832e57b5cea82532aee6,https://www.douyin.com/share/video/7386249304685481242/?mid=,-1842087.0590678998,-49963.34278949341
潇风,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65077779&tab=&ts=1719989024&sign=59bb4cb2a71f5c5826802e40fa6840f0,kb78888,#这狗成精了 #毛毛拍写真,2024/6/30 6:31:28,6秒,"臭美,狗狗,摆姿势,成精,都会,狗子,好可爱,太可爱了,拍照,造型,估计,姿势,好看,毛孩子,毛毛,我家,调皮,表情,妖精,喜欢,还会,可爱的,歪头杀,照相,这是,见过,最爱,发呆,女人,太会",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386056370073767206&dateCode=20240630&ts=1719989024&sign=3a00f2b8322b3890234199d68f4ad47e,https://www.douyin.com/share/video/7386056370073767206/?mid=,-1465677.6276869073,-56747.57632312281
四狗二猫一娃,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=26961402&tab=&ts=1719989024&sign=2c530acd8f8170f87ea2c4b31c963e44,ergouchongwu,今天是便秘的狗尾巴草小狗#比熊 #狗狗的日常,2024/6/27 12:55:01,7秒,"狗尾巴草,宕机,发呆,九转,大肠,便秘,试试,OK,我家,这是,狗尾草,屁股,狗狗,笑死我了,给你,拉屎,小狗,惊恐,逆天,疑问,尾巴,给它,试过,方法,棉签,恶心,试一下,暗中观察,有用,摇粒绒",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385042044705623333&dateCode=20240627&ts=1719989024&sign=3712941cf7e428d6ebbbd336d250ff20,https://www.douyin.com/share/video/7385042044705623333/?mid=,-573731.3533511648,-45234.351871940096
是宸宝吖,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=50676420&tab=&ts=1719989024&sign=7e3f70dcf557bea03f605be191fd62bb,chenbao5719,这是我们真实经历的，短短几分钟的视频记录了这个孩子不平凡的两年，看完视频您是否会被他的坚强感动？#人类幼崽成长记 #萌娃 #记录真实生活,2024/7/2 0:33:11,6分45秒,"宝宝,宝贝,早日康复,感谢,健健康康,长大,希望,加油宝贝,宝宝加,抱抱,会好,健康,孩子,小宝贝,平安,加油啊,平平安安,会好的,坚强,希望宝宝,一定会,爱心,心疼,加油呀,哭了,天下,加油加油,健康平安,父母,都会",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386706189641600275&dateCode=20240702&ts=1719989024&sign=d442c7bfe5e69b918e8cce83c7b0ce47,https://www.douyin.com/share/video/7386706189641600275/?mid=,-524387.0719289284,-42102.76315239053
鼠鼠嘎嘣脆,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65171750&tab=&ts=1719989024&sign=3fbb5340ed6abd32af4744ecfb7e240b,35756351163,全新狂飙-启强坦白局#鬼畜 #狂飙 #高启强 #搞笑,2024/7/1 18:14:53,2分1秒,"乱飙,原版,狂飙,宕机,笑死我了,看过,看什么,疑似,抖音,九转,大肠,逆天,推啥,看啥,一毛,正版,流出,启强,OK,高家,好了,厕所,没冲,不知道,视频,刷到,删减,给你,原片,配音",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386608802512014618&dateCode=20240701&ts=1719989024&sign=fadd0083a1d3da174bbf88ed51231437,https://www.douyin.com/share/video/7386608802512014618/?mid=,1837993.9897275083,747.694488790456
兵🚩哥,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=43371429&tab=&ts=1719989024&sign=d17c262e8d11acd2f8f19f789897a8b6,285584458,#中国军人 #保家卫国 #最可爱的人 #致敬人民子弟兵 #军人风采,2024/6/30 7:38:05,27秒,"威武,中国,霸气,中国军人,阅兵,仪仗队,致敬,人民,子弟兵,白俄罗斯,国家,感谢,军人,步伐,都是,震撼,大中国,世界,激动,爱心,英姿飒爽,威武雄壮,播放,热血沸腾,带兵,骄傲,战场,音乐,澎湃,祖国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386073604812836135&dateCode=20240630&ts=1719989024&sign=97b645054f1405c1ea2fd3aecd778ba7,https://www.douyin.com/share/video/7386073604812836135/?mid=,-1160850.8718821548,-34589.32093385088
白昼,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=40197332&tab=&ts=1719989024&sign=45b879c971ca696306a98f87ce2bc048,97ert,两情若是久长时 又岂在朝朝暮暮#孤独美食家 #美食 #新吃法,2024/6/30 4:07:20,21秒,"发呆,宕机,我去,牛排,OK,艺术,哥们,感觉,牛逼,会火,不吃,高级,好看,朝朝暮暮,九转,大肠,nb,抱抱,宝宝,卧槽,细糠,米其林,我以为,厉害,好厉害,牛郎织女,吃个,两情,牛郎,好吃",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386018709678214439&dateCode=20240630&ts=1719989024&sign=3725943c06cf4ab07d83684462ba08a5,https://www.douyin.com/share/video/7386018709678214439/?mid=,-4058118.2302547563,-23747.246559291307
柴怼怼（学滋味）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=38326103&tab=&ts=1719989024&sign=6ec516fbbdedf5b817784c87109a86ef,63630067515,都说养儿防老，这些年的只教不育的刷题式教育模式，缺失了太多人文人性。#养儿防老#教育#教书育人#子女教育问题,2024/6/29 8:46:23,24秒,"孩子,父母,回来,子女,老人,出国,教育,儿女,出息,不好,优秀,儿子,希望,老了,国家,养老,生孩子,孝顺,承欢膝下,养老院,人生,亲情,成绩,照顾,的人,都是,养儿防老,悲哀,感谢,中国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385720142581288255&dateCode=20240629&ts=1719989024&sign=1c149a89c495ee26b864d29badd00754,https://www.douyin.com/share/video/7385720142581288255/?mid=,-3448610.98240079,-7018.441176393238
厚德载福,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65694179&tab=&ts=1719989024&sign=850d213adad1b3483b7c8fd571363a7b,houdezaifugh,[厚德载福](2024-06-28)发布的视频,2024/6/28 16:27:40,2分6秒,"好官,书记,老百姓,淄博,父母官,感谢,全国,向往的地方,人民,真的假的,打工,推广,百姓,心中的,连升,年代,穿越,干部,为民,办事,各自为政,领导,点赞,焦玉录,减少,行政,干预,情况,可持续,就更好了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385467927178267940&dateCode=20240628&ts=1719989024&sign=a07677492e35ab480bc06dea9fd2b28b,https://www.douyin.com/share/video/7385467927178267940/?mid=,-2323566.0461430857,-43696.04010171283
山里人剪辑,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20457059&tab=&ts=1719989024&sign=b82404b863b82b094abea063fcc35ef7,zls780620,#危险动作请勿模仿,2024/6/28 12:31:25,6秒,"城管,大哥,漂亮,铁锹,大爷,冲动,光头,打人,老百姓,打的,感谢,的人,支持,狠人,老头,制服,棍子,手指,英雄,估计,评论,社会,动手,牛逼,看了,不知道,光头哥,扫把,打着,打到",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385407024290467099&dateCode=20240628&ts=1719989024&sign=5239d73989d1e56bf34cbeaea261f227,https://www.douyin.com/share/video/7385407024290467099/?mid=,3196702.043190517,186496.57371052378
五月十一,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45664457&tab=&ts=1719989024&sign=5070ed747e24c4d54ad15283f70ddb64,WuYueShiYi,「泪染梨花离人戏 墨染画卷痴人吟」进行曲大合集来咯…#dj #降调 #古风dj #进行曲 #青衣,2024/6/28 10:24:00,8分16秒,"OK,dj,调皮,青衣,喜欢,进行曲,满脑子,把酒,DJ,歌单,好听,别离,李承,抖音,好爽,爽了,十年人间,神话,音质,等什么君,宕机,感觉,想起,九转,大肠,豪庭,脸疼,无敌,范闲,来了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385374199948332315&dateCode=20240628&ts=1719989024&sign=081d565b92ce4fd413a071e1437dba45,https://www.douyin.com/share/video/7385374199948332315/?mid=,-3222996.1801062077,15784.668707471643
克劳德,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65676373&tab=&ts=1719989024&sign=832d26331a75b84eb7dce2b891e36a8e,96630316402,从你的全世界路过,2024/6/26 20:22:32,7秒,"笑死我了,九转,大肠,单边桥,宕机,SUV,suv,蓝车,方式,道歉,黑车,方向盘,无视,地形,笑死了,发呆,跑车,暗中观察,路过,bgm,笑死,底盘,教练,没事,车向,轿车,鞋向,车主,减速带,慕容云海",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384786277213752617&dateCode=20240626&ts=1719989024&sign=8b30fc1f38f33d0b0f76d3dfcd2de196,https://www.douyin.com/share/video/7384786277213752617/?mid=,-1536950.309460038,-24679.89467925483
Answer韦松涛,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=41457844&tab=&ts=1719989024&sign=123e17b392c627751377f741095c1c25,33weisongtao,贵州农民步 #bok#农式球员#农民步,2024/6/29 17:22:02,20秒,"OK,农民,哥们,女子,走步,解放,一代,职业学校,发呆,宕机,刘海柱,学学,好帅,农式,球员,中国,脚步,横扫,球场,袜子,感觉,打球,教我,路飞,解放鞋,丝滑,启动,女子学校,学不会,美式",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385853021923577115&dateCode=20240629&ts=1719989024&sign=99f3e61a4f6e92df8ed2688a2c7c73a7,https://www.douyin.com/share/video/7385853021923577115/?mid=,-322649.11246177345,51794.91537974953
乔乔超爱吃,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65347144&tab=&ts=1719989024&sign=3e035d1bdd2bb6247d531a0dd963577b,92522296820,"灵魂肉串，肉夹馍里的精华！
#先爱自己再爱世界 #老潼关肉夹馍千层饼 #好吃不贵经济实惠 #美食教程 #乡村味道",2024/6/29 7:27:32,57秒,"石板,石头,看着,幸福,牙口,好吃,大爷,真好,老头,羡慕,羊肉串,老人,转一下,预制,大娘,感谢,饼子,重庆,生活,没熟,红柳,不错,奶奶,陕西,这是,老爷子,老了,爷爷,肉串,铁板",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385699734452817167&dateCode=20240629&ts=1719989024&sign=1f809640c43a2a4e4dbc892a0818c9ff,https://www.douyin.com/share/video/7385699734452817167/?mid=,6400512.387829557,-125841.52358817303
Ting .,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=16106731&tab=&ts=1719989024&sign=55e03108f262668c67b078f824c6f208,an105111,#第一次进城,2024/6/29 2:46:33,,,https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385627039295884578&dateCode=20240629&ts=1719989024&sign=a2735ee2378424e932aea7b227283806,https://www.douyin.com/share/video/7385627039295884578/?mid=,-3790607.241442355,-33368.238933158245
楠楠和小刘,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=5260135&tab=&ts=1719989024&sign=0c0ee5b584ff631c7d1a0e3e5039baa3,mxy914446123,其貌不扬的东北菜，是多少离家在外的东北孩子，心心念念的味道，你有多久没有回东北，吃家里的饭菜了。#东北姑娘 #家常菜,2024/6/28 15:38:01,23秒,"我爱,东北人,好吃,东北菜,做的,茄子,吃的,想家,吃了,哭了,饭菜,爱吃,看着,孩子,咸菜,土豆,回家,妈妈,土豆片,我想,馋了,粉条,豆角,酸菜,味道,我妈,豆角子,最爱,我能,蒜薹",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385455113307032867&dateCode=20240628&ts=1719989024&sign=6a953f60d9d2f9a9fda2101ffa94276a,https://www.douyin.com/share/video/7385455113307032867/?mid=,-2264104.3085404835,-16161.195041388733
